session	tigerid	occasion	trapid
1	TKLG51	5	KG536
1	TKLG51	5	KG536
1	TKLG51	5	KG536
1	TKLG51	10	KG462
1	TKLG51	10	KG462
1	TKLG51	10	KG462
1	TKLG51	10	KG462
1	TKLG51	10	KG426
1	TKLG51	10	KG426
1	TKLG51	10	KG426
1	TKLG51	10	KG426
1	TKLG51	16	KG536
1	TKLG51	16	KG536
1	TKLG51	23	KG539
1	TKLG51	23	KG501
1	TKLG51	27	KG426
1	TKLG51	27	KG500
1	TKLG51	27	KG500
1	TKLG51	31	KG500
1	TKLG51	31	KG500
1	TKLG51	38	KG500
1	TKLG51	38	KG500
1	TKLG51	40	KG539
1	TKLG51	55	KG500
1	TKLG51	55	KG500
1	TKLG51	58	KG537
1	TKLG51	63	KG499
1	TKLG51	64	KG500
1	TKLG51	64	KG500
1	TKLG51	64	KG500
1	TKLG51	64	KG500
1	TKLG51	64	KG500
1	TKLG51	65	KG537
1	TKLG51	65	KG537
1	TKLG55	15	KG397
1	TKLG55	15	KG397
1	TKLG55	22	KG435
1	TKLG55	22	KG435
1	TKLG55	22	KG435
1	TKLG55	23	KG435
1	TKLG55	23	KG435
1	TKLG55	23	KG436
1	TKLG55	37	KG437
1	TKLG55	37	KG437
1	TKLG55	37	KG437
1	TKLG55	37	KG437
1	TKLG55	37	KG437
1	TKLG55	37	KG437
1	TKLG55	37	KG437
1	TKLG55	37	KG437
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	44	KG435
1	TKLG55	56	KG399
1	TKLG55	63	KG397
1	TKLG61	18	KG463
1	TKLG61	18	KG463
1	TKLG61	18	KG463
1	TKLG61	18	KG463
1	TKLG61	18	KG463
1	TKLG61	21	KG432
1	TCNP147	31	KG600
1	TCNP147	31	KG600
1	TCNP147	51	KG617
1	TCNP147	52	KG596
1	TCNP147	58	KG527
1	TCNP147	58	KG527
1	TCNP147	58	KG527
1	TCNP147	58	KG527
1	TCNP147	58	KG527
1	TCNP147	58	KG527
1	TCNP147	58	KG489
1	TCNP147	58	KG489
1	TCNP147	58	KG489
1	TCNP147	58	KG489
1	TCNP147	58	KG489
1	TCNP147	58	KG489
1	TCNP147	58	KG489
1	TCNP147	58	KG489
1	TCNP147	58	KG489
1	TCNP147	58	KG555
1	TCNP147	58	KG580
1	TCNP147	58	KG580
1	TCNP147	58	KG580
1	TCNP147	58	KG580
1	TCNP147	58	KG580
1	TCNP147	58	KG603
1	TCNP147	58	KG603
1	TKLG32	14	KG511
1	TKLG32	20	KG543
1	TKLG32	20	KG543
1	TKLG32	21	KG547
1	TKLG32	28	KG511
1	TKLG32	28	KG511
1	TKLG32	32	KG543
1	TKLG32	41	KG511
1	TKLG32	41	KG511
1	TKLG32	48	KG546
1	TKLG6	23	KG234
1	TKLG6	23	KG234
1	TKLG6	40	KG264
1	TKLG6	42	KG298
1	TKLG6	42	KG298
1	TKLG6	42	KG298
1	TKLG6	42	KG331
1	TKLG6	43	KG713
1	TKLG6	43	KG234
1	TKLG6	43	KG234
1	TKLG6	52	KG296
1	TKLG6	52	KG331
1	TKLG6	53	KG713
1	TKLG6	53	KG233
1	TKLG6	61	KG713
1	TKLG70	53	KG572
1	TKLG70	53	KG572
1	TKLG70	53	KG572
1	TKLG70	53	KG573
1	TKLG70	53	KG573
1	TKLG70	53	KG573
1	TKLG70	53	KG573
1	TKLG70	53	KG516
1	TKLG70	53	KG516
1	TKLG72	8	KG523
1	TKLG72	8	KG523
1	TKLG72	9	KG579
1	TKLG72	14	KG603
1	TKLG72	14	KG603
1	TKLG72	15	KG556
1	TKLG72	15	KG556
1	TKLG72	16	KG553
1	TKLG72	16	KG553
1	TKLG72	16	KG552
1	TKLG72	16	KG552
1	TKLG72	16	KG484
1	TKLG72	16	KG484
1	TKLG72	16	KG484
1	TKLG72	16	KG484
1	TKLG72	16	KG484
1	TKLG72	16	KG484
1	TKLG72	16	KG484
1	TKLG72	19	KG555
1	TKLG72	19	KG555
1	TKLG72	19	KG554
1	TKLG72	19	KG554
1	TKLG72	19	KG554
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG449
1	TKLG72	19	KG488
1	TKLG72	19	KG488
1	TKLG72	19	KG488
1	TKLG72	19	KG488
1	TKLG72	19	KG488
1	TKLG72	19	KG488
1	TKLG72	19	KG488
1	TKLG72	20	KG556
1	TKLG72	20	KG556
1	TKLG72	20	KG556
1	TKLG72	21	KG580
1	TKLG72	25	KG523
1	TKLG72	26	KG521
1	TKLG72	26	KG521
1	TKLG72	26	KG521
1	TKLG72	26	KG521
1	TKLG72	26	KG521
1	TKLG72	26	KG521
1	TKLG72	26	KG521
1	TKLG72	26	KG579
1	TKLG72	27	KG555
1	TKLG72	28	KG603
1	TKLG72	28	KG603
1	TKLG72	29	KG580
1	TKLG72	29	KG555
1	TKLG72	29	KG555
1	TKLG72	30	KG603
1	TKLG72	30	KG603
1	TKLG72	32	KG553
1	TKLG72	32	KG553
1	TKLG72	32	KG603
1	TKLG72	32	KG603
1	TKLG72	34	KG579
1	TKLG72	35	KG484
1	TKLG72	35	KG484
1	TKLG72	35	KG484
1	TKLG72	35	KG484
1	TKLG72	35	KG484
1	TKLG72	35	KG484
1	TKLG72	35	KG449
1	TKLG72	35	KG449
1	TKLG72	35	KG449
1	TKLG72	35	KG449
1	TKLG72	35	KG449
1	TKLG72	35	KG449
1	TKLG72	35	KG449
1	TKLG72	35	KG556
1	TKLG72	36	KG555
1	TKLG72	36	KG555
1	TKLG72	37	KG579
1	TKLG72	41	KG603
1	TKLG72	44	KG555
1	TKLG72	44	KG555
1	TKLG72	44	KG581
1	TKLG72	44	KG581
1	TKLG72	44	KG449
1	TKLG72	44	KG449
1	TKLG72	44	KG449
1	TKLG72	46	KG579
1	TKLG72	51	KG556
1	TKLG72	51	KG556
1	TKLG72	51	KG555
1	TKLG72	51	KG555
1	TKLG72	51	KG555
1	TKLG72	51	KG555
1	TKLG72	51	KG555
1	TKLG72	56	KG553
1	TKLG72	56	KG553
1	TKLG72	58	KG555
1	TKLG72	58	KG555
1	TKLG72	58	KG581
1	TKLG72	58	KG581
1	TKLG72	64	KG556
1	TKLG72	64	KG556
1	TKLG73	8	KG554
1	TKLG73	8	KG554
1	TKLG73	8	KG523
1	TKLG73	8	KG523
1	TKLG73	10	KG580
1	TKLG73	11	KG581
1	TKLG73	11	KG581
1	TKLG73	11	KG581
1	TKLG73	11	KG581
1	TKLG73	11	KG581
1	TKLG73	11	KG581
1	TKLG73	11	KG581
1	TKLG73	13	KG523
1	TKLG73	20	KG554
1	TKLG73	22	KG580
1	TKLG73	24	KG555
1	TKLG73	27	KG555
1	TKLG73	27	KG555
1	TKLG73	35	KG554
1	TKLG73	43	KG486
1	TKLG73	63	KG553
1	TKLG73	64	KG581
1	TKLG73	64	KG581
1	TKLG74	14	KG531
1	TKLG74	14	KG531
1	TKLG74	14	KG531
1	TKLG74	14	KG531
1	TKLG74	18	KG607
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	27	KG532
1	TKLG74	31	KG497
1	TKLG74	31	KG497
1	TKLG74	31	KG497
1	TKLG74	31	KG497
1	TKLG74	31	KG497
1	TKLG74	33	KG497
1	TKLG74	33	KG497
1	TKLG74	36	KG532
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	43	KG497
1	TKLG74	47	KG531
1	TKLG74	47	KG531
1	TKLG74	47	KG531
1	TKLG74	47	KG531
1	TKLG74	47	KG531
1	TKLG74	47	KG533
1	TKLG74	47	KG533
1	TKLG74	47	KG533
1	TKLG74	47	KG533
1	TKLG74	47	KG533
1	TKLG74	47	KG533
1	TKLG74	47	KG533
1	TKLG74	51	KG497
1	TKLG74	52	KG532
1	TKLG74	52	KG532
1	TKLG74	52	KG532
1	TKLG74	52	KG532
1	TKLG74	52	KG532
1	TKLG74	52	KG532
1	TKLG74	52	KG532
1	TKLG74	52	KG532
1	TKLG74	58	KG497
1	TKLG74	58	KG497
1	TKLG74	58	KG497
1	TKLG74	58	KG497
1	TKLG74	60	KG531
1	TKLG76	25	KG624
1	TKLG76	25	KG624
1	TKLG76	25	KG624
1	TKLG76	28	KG624
1	TKLG76	28	KG624
1	TKLG76	29	KG624
1	TKLG76	57	KG624
1	TKLG76	57	KG624
1	TKLG76	62	KG624
1	TKLG76	62	KG624
1	TKLG76	62	KG624
1	TKLG76	62	KG624
1	TKLG76	62	KG624
1	TKLG76	62	KG624
1	TKLG76	62	KG624
1	TKLG76	62	KG624
1	TKLG76	62	KG624
1	TKLG79	11	KG646
1	TKLG79	11	KG646
1	TKLG79	16	KG608
1	TKLG79	17	KG608
1	TKLG79	17	KG608
1	TKLG79	24	KG629
1	TKLG79	24	KG629
1	TKLG79	24	KG629
1	TKLG79	24	KG629
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG79	36	KG631
1	TKLG7	19	KG293
1	TKLG7	19	KG293
1	TKLG7	19	KG293
1	TKLG7	19	KG293
1	TKLG7	20	KG330
1	TKLG7	20	KG330
1	TKLG7	20	KG330
1	TKLG7	27	KG329
1	TKLG7	27	KG329
1	TKLG7	27	KG329
1	TKLG7	28	KG263
1	TKLG7	30	KG330
1	TKLG7	30	KG330
1	TKLG7	30	KG330
1	TKLG7	36	KG329
1	TKLG7	37	KG262
1	TKLG7	37	KG262
1	TKLG7	40	KG293
1	TKLG7	40	KG293
1	TKLG7	40	KG293
1	TKLG7	41	KG261
1	TKLG7	41	KG261
1	TKLG7	41	KG329
1	TKLG7	42	KG262
1	TKLG7	42	KG262
1	TKLG7	43	KG329
1	TKLG7	43	KG329
1	TKLG7	44	KG263
1	TKLG7	51	KG329
1	TKLG7	51	KG329
1	TKLG7	52	KG330
1	TKLG7	61	KG713
1	TKLG7	61	KG713
1	TKLG80	19	KG639
1	TKLG80	19	KG639
1	TKLG80	19	KG639
1	TKLG80	19	KG639
1	TKLG80	19	KG639
1	TKLG80	19	KG639
1	TKLG80	19	KG639
1	TKLG80	19	KG639
1	TKLG80	19	KG639
1	TKLG80	26	KG653
1	TKLG80	26	KG653
1	TKLG80	26	KG653
1	TKLG80	26	KG653
1	TKLG80	26	KG653
1	TKLG80	32	KG639
1	TKLG80	32	KG639
1	TKLG80	33	KG653
1	TKLG80	33	KG653
1	TKLG80	33	KG653
1	TKLG80	33	KG653
1	TKLG80	33	KG653
1	TKLG80	33	KG653
1	TKLG80	56	KG639
1	TKLG80	56	KG639
1	TKLG80	56	KG639
1	TKLG80	56	KG639
1	TKLG80	56	KG639
1	TKLG83	12	KG679
1	TKLG83	15	KG658
1	TKLG83	15	KG658
1	TKLG83	15	KG670
1	TKLG83	15	KG670
1	TKLG83	17	KG668
1	TKLG83	17	KG668
1	TKLG83	17	KG656
1	TKLG83	17	KG677
1	TKLG83	28	KG658
1	TKLG83	33	KG644
1	TKLG83	33	KG644
1	TKLG83	33	KG670
1	TKLG83	37	KG657
1	TKLG83	37	KG657
1	TKLG83	37	KG687
1	TKLG83	37	KG687
1	TKLG83	44	KG661
1	TKLG83	44	KG661
1	TKLG83	46	KG638
1	TKLG83	52	KG638
1	TKLG83	55	KG644
1	TKLG83	55	KG644
1	TKLG83	55	KG687
1	TKLG83	55	KG678
1	TKLG83	55	KG678
1	TKLG83	58	KG687
1	TKLG83	59	KG677
1	TKLG84	15	KG653
1	TKLG84	15	KG653
1	TKLG84	15	KG653
1	TKLG84	15	KG653
1	TKLG84	15	KG653
1	TKLG84	23	KG653
1	TKLG84	23	KG654
1	TKLG84	23	KG654
1	TKLG84	28	KG654
1	TKLG84	28	KG654
1	TKLG84	28	KG654
1	TKLG84	28	KG654
1	TKLG84	28	KG654
1	TKLG84	28	KG654
1	TKLG84	36	KG653
1	TKLG84	36	KG653
1	TKLG84	40	KG653
1	TKLG84	40	KG653
1	TKLG84	41	KG653
1	TKLG84	41	KG653
1	TKLG84	41	KG653
1	TKLG84	41	KG653
1	TKLG84	41	KG653
1	TKLG84	47	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	48	KG653
1	TKLG84	52	KG653
1	TKLG84	52	KG653
1	TKLG84	52	KG653
1	TKLG84	52	KG653
1	TKLG84	52	KG653
1	TKLG84	60	KG653
1	TKLG84	60	KG653
1	TKLG84	60	KG653
1	TKLG84	60	KG653
1	TKLG84	60	KG653
1	TKLG84	60	KG653
1	TKLG84	62	KG653
1	TKLG84	62	KG653
1	TKLG84	62	KG653
1	TKLG84	62	KG653
1	TKLG86	20	KG706
1	TKLG86	20	KG706
1	TKLG86	20	KG706
1	TKLG86	20	KG706
1	TKLG86	27	KG686
1	TKLG86	27	KG686
1	TKLG86	32	KG692
1	TKLG86	32	KG692
1	TKLG86	35	KG685
1	TKLG86	35	KG685
1	TKLG86	35	KG685
1	TKLG86	35	KG677
1	TKLG86	36	KG677
1	TKLG86	41	KG687
1	TKLG86	41	KG687
1	TKLG86	43	KG677
1	TKLG86	43	KG677
1	TKLG86	43	KG677
1	TKLG86	44	KG707
1	TKLG86	44	KG707
1	TKLG86	44	KG693
1	TKLG86	47	KG687
1	TKLG86	47	KG687
1	TKLG86	53	KG693
1	TKLG86	58	KG687
1	TKLG86	59	KG686
1	TKLG86	62	KG693
1	TKLG8	51	KG329
1	TKLG8	54	KG263
1	TKLG8	54	KG263
1	TKLG8	54	KG713
1	TKLG8	54	KG713
1	TKLG8	54	KG713
1	TKLG8	54	KG713
1	TKLG8	54	KG713
1	TKLG8	63	KG713
1	TKLG8	63	KG713
1	TKLG91	18	KG548
1	TKLG91	19	KG576
1	TKLG91	19	KG574
1	TKLG91	31	KG576
1	TKLG91	32	KG574
1	TKLG91	33	KG576
1	TKLG91	34	KG548
1	TKLG91	34	KG548
1	TKLG91	35	KG548
1	TKLG91	43	KG548
1	TKLG91	43	KG548
1	TKLG91	55	KG548
1	TKLG91	55	KG548
1	TKLG91	57	KG576
1	TKLG91	57	KG576
1	TKLG91	61	KG548
1	TKLG91	61	KG548
1	TKLG91	63	KG574
1	TKLG91	63	KG574
1	TKLG91	64	KG549
1	TKLG91	65	KG575
1	TKLG91	65	KG575
1	TKLG91	65	KG575
1	TKLG94	6	KG563
1	TKLG94	6	KG563
1	TKLG94	17	KG588
1	TKLG94	19	KG561
1	TKLG94	19	KG561
1	TKLG94	19	KG561
1	TKLG94	19	KG561
1	TKLG94	19	KG561
1	TKLG94	20	KG561
1	TKLG94	20	KG561
1	TKLG94	27	KG563
1	TKLG94	27	KG563
1	TKLG94	32	KG589
1	TKLG94	38	KG563
1	TKLG94	38	KG563
1	TKLG94	41	KG561
1	TKLG94	41	KG561
1	TKLG94	47	KG589
1	TKLG94	47	KG589
1	TKLG95	17	KG572
1	TKLG95	17	KG572
1	TKLG95	20	KG572
1	TKLG95	20	KG572
1	TKLG95	26	KG573
1	TKLG95	26	KG573
1	TKLG95	26	KG572
1	TKLG95	26	KG572
1	TKLG95	33	KG596
1	TKLG95	33	KG596
1	TKLG95	33	KG573
1	TKLG95	33	KG573
1	TKLG95	37	KG573
1	TKLG95	37	KG573
1	TKLG95	40	KG573
1	TKLG95	40	KG572
1	TKLG95	40	KG572
1	TKLG95	40	KG596
1	TKLG95	40	KG596
1	TKLG95	40	KG596
1	TKLG95	40	KG596
1	TKLG95	40	KG596
1	TKLG95	43	KG573
1	TKLG95	43	KG573
1	TKLG95	47	KG572
1	TKLG95	47	KG572
1	TKLG95	47	KG572
1	TKLG95	47	KG572
1	TKLG95	47	KG572
1	TKLG95	47	KG572
1	TKLG95	47	KG573
1	TKLG95	47	KG573
1	TKLG95	52	KG596
1	TKLG95	52	KG596
1	TKLG95	62	KG574
1	TKLG95	62	KG574
1	TKLG95	63	KG572
1	TKLG95	63	KG572
1	TKLG98	52	KG574
1	TKLG98	58	KG575
1	TKLG98	58	KG575
1	TKLG98	58	KG575
1	TKLG98	58	KG575
1	TKLG98	58	KG575
1	TKLG98	58	KG575
1	TKLG98	58	KG575
1	TKLG98	65	KG575
1	TKLG9	5	KG287
1	TKLG9	5	KG287
1	TKLG9	15	KG354
1	TKLG9	15	KG354
1	TKLG9	15	KG354
1	TKLG9	60	KG287
1	TKLG9	60	KG287
1	TCNP100	5	CP10
1	TCNP100	9	CP10
1	TCNP100	10	CP14
1	TCNP100	12	CP14
1	TCNP100	13	CP14
1	TCNP100	19	CP10
1	TCNP100	21	CP12
1	TCNP100	22	CP10
1	TCNP100	27	CP10
1	TCNP100	28	CP10
1	TCNP100	29	CP10
1	TCNP100	38	CP16
1	TCNP100	39	CP12
1	TCNP100	40	CP11
1	TCNP100	41	CP10
1	TCNP100	42	CP11
1	TCNP100	45	CP10
1	TCNP100	47	CP14
1	TCNP100	48	CP10
1	TCNP100	54	CP12
1	TCNP100	55	CP10
1	TCNP102	11	CP90
1	TCNP102	14	CP87
1	TCNP102	21	CP91
1	TCNP102	21	CP95
1	TCNP102	21	CP89
1	TCNP102	22	CP85
1	TCNP102	23	CP85
1	TCNP102	25	CP86
1	TCNP102	25	CP87
1	TCNP102	32	CP104
1	TCNP102	38	CP104
1	TCNP102	41	CP104
1	TCNP102	41	CP95
1	TCNP102	42	CP94
1	TCNP102	43	CP89
1	TCNP102	45	CP88
1	TCNP102	46	CP87
1	TCNP102	50	CP104
1	TCNP102	51	CP89
1	TCNP102	54	CP88
1	TCNP103	3	CP91
1	TCNP103	10	CP91
1	TCNP103	11	CP94
1	TCNP103	21	CP94
1	TCNP103	23	CP90
1	TCNP103	33	CP94
1	TCNP103	33	CP95
1	TCNP103	39	CP104
1	TCNP103	45	CP95
1	TCNP104	4	CP153
1	TCNP104	5	CP153
1	TCNP104	7	CP152
1	TCNP104	13	CP139
1	TCNP104	14	CP152
1	TCNP104	15	CP153
1	TCNP104	18	CP154
1	TCNP104	23	CP140
1	TCNP104	25	CP153
1	TCNP104	29	CP151
1	TCNP104	29	CP156
1	TCNP104	34	CP153
1	TCNP104	36	CP145
1	TCNP104	37	CP153
1	TCNP104	37	CP154
1	TCNP104	40	CP139
1	TCNP104	44	CP154
1	TCNP104	47	CP153
1	TCNP104	48	CP153
1	TCNP104	49	CP160
1	TCNP104	51	CP153
1	TCNP104	54	CP156
1	TCNP104	54	CP153
1	TCNP104	55	CP154
1	TCNP107	13	CP54
1	TCNP107	14	CP54
1	TCNP107	22	CP55
1	TCNP107	23	CP47
1	TCNP107	24	CP54
1	TCNP107	29	CP47
1	TCNP107	31	CP55
1	TCNP107	34	CP55
1	TCNP107	45	CP55
1	TCNP107	46	CP55
1	TCNP107	52	CP54
1	TCNP107	54	CP50
1	TCNP109	12	CP184
1	TCNP109	14	CP184
1	TCNP109	24	CP186
1	TCNP109	24	CP190
1	TCNP109	26	CP183
1	TCNP109	29	CP184
1	TCNP109	32	CP190
1	TCNP109	34	CP184
1	TCNP109	35	CP184
1	TCNP109	35	CP186
1	TCNP109	41	CP186
1	TCNP109	41	CP190
1	TCNP109	44	CP186
1	TCNP109	46	CP186
1	TCNP109	51	CP183
1	TCNP109	51	CP186
1	TCNP109	53	CP184
1	TCNP10	3	CP49
1	TCNP10	4	CP25
1	TCNP10	5	CP34
1	TCNP10	5	CP29
1	TCNP10	6	CP25
1	TCNP10	9	CP20
1	TCNP10	9	CP25
1	TCNP10	11	CP25
1	TCNP10	14	CP34
1	TCNP10	14	CP25
1	TCNP10	17	CP29
1	TCNP10	17	CP25
1	TCNP10	17	CP20
1	TCNP10	18	CP25
1	TCNP10	19	CP29
1	TCNP10	20	CP20
1	TCNP10	21	CP25
1	TCNP10	21	CP20
1	TCNP10	22	CP49
1	TCNP10	24	CP25
1	TCNP10	28	CP34
1	TCNP10	29	CP34
1	TCNP10	30	CP25
1	TCNP10	34	CP25
1	TCNP10	40	CP20
1	TCNP10	42	CP20
1	TCNP10	43	CP20
1	TCNP10	45	CP34
1	TCNP10	47	CP20
1	TCNP10	48	CP20
1	TCNP10	50	CP29
1	TCNP10	51	CP29
1	TCNP10	52	CP20
1	TCNP10	55	CP20
1	TCNP113	25	CP209
1	TCNP113	26	CP209
1	TCNP113	36	CP209
1	TCNP113	48	CP244
1	TCNP113	49	CP244
1	TCNP113	50	CP244
1	TCNP113	52	CP244
1	TCNP116	12	CP174
1	TCNP116	16	CP246
1	TCNP116	26	CP175
1	TCNP116	26	CP173
1	TCNP116	51	CP138
1	TCNP117	13	CP75
1	TCNP117	26	CP66
1	TCNP117	27	CP66
1	TCNP117	38	CP70
1	TCNP117	40	CP64
1	TCNP117	52	CP75
1	TCNP117	53	CP63
1	TCNP118	27	CP218
1	TCNP118	32	CP219
1	TCNP118	37	CP218
1	TCNP118	49	CP218
1	TCNP119	13	CP36
1	TCNP119	23	CP98
1	TCNP119	23	CP97
1	TCNP119	27	CP39
1	TCNP119	30	CP105
1	TCNP119	44	CP96
1	TCNP11	4	CP200
1	TCNP11	5	CP201
1	TCNP11	5	CP202
1	TCNP11	7	CP194
1	TCNP11	8	CP189
1	TCNP11	9	CP199
1	TCNP11	12	CP197
1	TCNP11	14	CP185
1	TCNP11	19	CP202
1	TCNP11	19	CP185
1	TCNP11	19	CP184
1	TCNP11	20	CP184
1	TCNP11	25	CP194
1	TCNP11	25	CP185
1	TCNP11	27	CP197
1	TCNP11	27	CP185
1	TCNP11	28	CP185
1	TCNP11	30	CP185
1	TCNP11	32	CP199
1	TCNP11	32	CP200
1	TCNP11	33	CP185
1	TCNP11	33	CP197
1	TCNP11	35	CP195
1	TCNP11	35	CP201
1	TCNP11	36	CP201
1	TCNP11	42	CP201
1	TCNP11	42	CP185
1	TCNP11	42	CP194
1	TCNP11	43	CP242
1	TCNP11	43	CP198
1	TCNP11	45	CP199
1	TCNP11	46	CP185
1	TCNP11	46	CP194
1	TCNP11	47	CP201
1	TCNP11	49	CP196
1	TCNP11	49	CP198
1	TCNP11	50	CP201
1	TCNP11	52	CP198
1	TCNP11	52	CP185
1	TCNP11	53	CP194
1	TCNP11	55	CP185
1	TCNP11	56	CP201
1	TCNP11	56	CP200
1	TCNP11	56	CP199
1	TCNP122	18	CP220
1	TCNP122	26	CP221
1	TCNP122	27	CP221
1	TCNP122	30	CP221
1	TCNP122	35	CP206
1	TCNP122	36	CP221
1	TCNP122	43	CP221
1	TCNP122	48	CP221
1	TCNP122	49	CP222
1	TCNP126	27	CP12
1	TCNP126	33	CP12
1	TCNP129	23	CP230
1	TCNP129	23	CP236
1	TCNP129	23	CP234
1	TCNP129	34	CP153
1	TCNP129	35	CP148
1	TCNP129	36	CP176
1	TCNP129	46	CP174
1	TCNP129	55	CP172
1	TCNP12	5	CP41
1	TCNP12	8	CP41
1	TCNP12	8	CP43
1	TCNP12	8	CP42
1	TCNP12	16	CP43
1	TCNP12	16	CP41
1	TCNP12	20	CP42
1	TCNP12	20	CP43
1	TCNP12	20	CP41
1	TCNP12	25	CP18
1	TCNP12	30	CP43
1	TCNP12	38	CP44
1	TCNP12	38	CP41
1	TCNP12	38	CP43
1	TCNP12	40	CP50
1	TCNP12	48	CP43
1	TCNP12	48	CP41
1	TCNP130	22	CP229
1	TCNP130	39	CP229
1	TCNP130	43	CP229
1	TCNP130	47	CP235
1	TCNP131	3	CP90
1	TCNP131	12	CP90
1	TCNP131	15	CP91
1	TCNP131	39	CP104
1	TCNP131	39	CP103
1	TCNP131	40	CP94
1	TCNP131	44	CP94
1	TCNP131	51	CP89
1	TCNP131	51	CP102
1	TCNP131	51	CP88
1	TCNP134	42	CP206
1	TCNP13	5	CP35
1	TCNP13	13	CP32
1	TCNP13	15	CP30
1	TCNP13	15	CP35
1	TCNP13	19	CP35
1	TCNP13	22	CP35
1	TCNP13	25	CP35
1	TCNP13	31	CP35
1	TCNP13	33	CP32
1	TCNP13	38	CP35
1	TCNP13	39	CP32
1	TCNP13	46	CP35
1	TCNP13	46	CP30
1	TCNP140	36	CP54
1	TCNP140	47	CP52
1	TCNP140	49	CP52
1	TCNP143	5	CP147
1	TCNP143	6	CP147
1	TCNP143	10	CP145
1	TCNP143	25	CP153
1	TCNP143	31	CP37
1	TCNP143	34	CP140
1	TCNP143	42	CP152
1	TCNP143	48	CP145
1	TCNP143	49	CP177
1	TCNP143	55	CP176
1	TCNP144	14	CP185
1	TCNP144	28	CP194
1	TCNP144	30	CP191
1	TCNP144	30	CP186
1	TCNP144	32	CP189
1	TCNP144	38	CP186
1	TCNP144	40	CP247
1	TCNP144	44	CP189
1	TCNP144	49	CP186
1	TCNP144	50	CP189
1	TCNP144	52	CP189
1	TCNP145	13	CP54
1	TCNP145	14	CP54
1	TCNP145	14	CP47
1	TCNP145	21	CP55
1	TCNP145	24	CP54
1	TCNP145	30	CP47
1	TCNP145	51	CP50
1	TCNP145	52	CP54
1	TCNP147	9	CP207
1	TCNP147	11	CP227
1	TCNP147	26	CP64
1	TCNP147	27	CP62
1	TCNP147	32	CP221
1	TCNP147	32	CP207
1	TCNP147	50	CP74
1	TCNP147	51	CP231
1	TCNP147	52	CP216
1	TCNP147	52	CP230
1	TCNP148	53	CP119
1	TCNP148	54	CP168
1	TCNP14	5	CP152
1	TCNP14	6	CP152
1	TCNP14	7	CP152
1	TCNP14	15	CP155
1	TCNP14	18	CP154
1	TCNP14	23	CP140
1	TCNP14	35	CP153
1	TCNP14	37	CP154
1	TCNP14	44	CP154
1	TCNP14	50	CP156
1	TCNP14	51	CP153
1	TCNP153	33	CP12
1	TCNP156	27	CP22
1	TCNP157	43	CP23
1	TCNP157	43	CP12
1	TCNP157	54	CP23
