session	tigerid	occasion	trapid
1	TKLG22	38	KG331
1	TKLG22	38	KG331
1	TKLG22	45	KG480
1	TKLG22	45	KG480
1	TKLG22	47	KG331
1	TKLG22	47	KG331
1	TKLG22	47	KG331
1	TKLG22	49	KG365
1	TKLG22	49	KG365
1	TKLG22	49	KG365
1	TKLG22	49	KG365
1	TKLG22	49	KG365
1	TKLG22	49	KG365
1	TKLG22	50	KG331
1	TKLG22	50	KG331
1	TKLG22	50	KG331
1	TKLG22	50	KG331
1	TKLG22	50	KG331
1	TKLG22	50	KG331
1	TKLG22	50	KG331
1	TKLG22	52	KG332
1	TKLG22	55	KG480
1	TKLG22	55	KG480
1	TKLG22	57	KG331
1	TKLG22	58	KG404
1	TKLG22	61	KG367
1	TKLG22	61	KG367
1	TKLG22	61	KG367
1	TKLG22	61	KG294
1	TKLG22	61	KG365
1	TKLG22	63	KG479
1	TKLG22	63	KG401
1	TKLG22	68	KG332
1	TKLG22	68	KG332
1	TKLG22	68	KG332
1	TKLG22	68	KG332
1	TKLG22	68	KG332
1	TKLG22	68	KG332
1	TKLG230	8	KG393
1	TKLG230	17	KG429
1	TKLG230	19	KG468
1	TKLG230	19	KG468
1	TKLG230	19	KG468
1	TKLG230	19	KG468
1	TKLG230	22	KG393
1	TKLG230	23	KG430
1	TKLG230	29	KG468
1	TKLG230	30	KG429
1	TKLG230	30	KG429
1	TKLG230	30	KG429
1	TKLG230	30	KG429
1	TKLG230	37	KG393
1	TKLG230	49	KG468
1	TKLG230	51	KG429
1	TKLG230	51	KG429
1	TKLG230	51	KG429
1	TKLG230	51	KG429
1	TKLG230	52	KG468
1	TKLG230	53	KG468
1	TKLG230	53	KG429
1	TKLG230	53	KG429
1	TKLG230	53	KG429
1	TKLG230	53	KG429
1	TKLG230	55	KG429
1	TKLG230	55	KG429
1	TKLG230	57	KG429
1	TKLG230	57	KG429
1	TKLG230	57	KG429
1	TKLG230	60	KG393
1	TKLG233	15	KG398
1	TKLG233	16	KG398
1	TKLG233	20	KG398
1	TKLG233	25	KG400
1	TKLG233	30	KG361
1	TKLG233	35	KG438
1	TKLG233	40	KG398
1	TKLG233	40	KG398
1	TKLG233	41	KG438
1	TKLG233	41	KG398
1	TKLG233	42	KG398
1	TKLG233	49	KG398
1	TKLG233	49	KG398
1	TKLG233	49	KG398
1	TKLG233	49	KG398
1	TKLG233	49	KG398
1	TKLG233	49	KG398
1	TKLG233	49	KG398
1	TKLG233	49	KG398
1	TKLG233	50	KG398
1	TKLG233	56	KG400
1	TKLG233	56	KG400
1	TKLG233	57	KG398
1	TKLG233	57	KG398
1	TKLG233	57	KG398
1	TKLG233	61	KG398
1	TKLG233	64	KG398
1	TKLG233	64	KG398
1	TKLG233	64	KG361
1	TKLG233	65	KG398
1	TKLG234	34	KG399
1	TKLG245	12	KG438
1	TKLG245	12	KG438
1	TKLG245	20	KG361
1	TKLG245	20	KG361
1	TKLG245	22	KG328
1	TKLG245	22	KG328
1	TKLG245	23	KG400
1	TKLG245	23	KG400
1	TKLG245	23	KG400
1	TKLG245	23	KG400
1	TKLG245	25	KG327
1	TKLG245	26	KG361
1	TKLG245	34	KG361
1	TKLG245	34	KG361
1	TKLG245	37	KG398
1	TKLG245	38	KG440
1	TKLG245	38	KG440
1	TKLG245	39	KG400
1	TKLG245	39	KG400
1	TKLG245	39	KG400
1	TKLG245	41	KG398
1	TKLG245	43	KG438
1	TKLG245	43	KG438
1	TKLG245	43	KG438
1	TKLG245	43	KG438
1	TKLG245	43	KG438
1	TKLG245	49	KG362
1	TKLG245	50	KG400
1	TKLG245	50	KG400
1	TKLG245	51	KG438
1	TKLG245	51	KG438
1	TKLG245	51	KG438
1	TKLG245	51	KG438
1	TKLG245	51	KG398
1	TKLG245	52	KG398
1	TKLG245	52	KG398
1	TKLG245	55	KG400
1	TKLG245	55	KG400
1	TKLG245	55	KG400
1	TKLG245	58	KG710
1	TKLG245	58	KG398
1	TKLG245	58	KG398
1	TKLG245	61	KG438
1	TKLG245	61	KG438
1	TKLG249	29	KG448
1	TKLG249	29	KG448
1	TKLG249	40	KG448
1	TKLG249	40	KG448
1	TCNP28	35	KG352
1	TCNP28	35	KG352
1	TKLG252	33	KG473
1	TKLG252	39	KG543
1	TKLG252	48	KG473
1	TKLG252	55	KG473
1	TKLG253	59	KG473
1	TKLG257	17	KG481
1	TKLG257	17	KG481
1	TKLG257	21	KG480
1	TKLG257	28	KG480
1	TKLG257	28	KG480
1	TKLG257	28	KG480
1	TKLG257	28	KG480
1	TKLG257	42	KG573
1	TKLG257	42	KG573
1	TKLG257	42	KG573
1	TKLG257	46	KG548
1	TKLG257	50	KG480
1	TKLG257	50	KG481
1	TKLG257	50	KG481
1	TKLG257	57	KG480
1	TKLG257	61	KG573
1	TKLG257	62	KG516
1	TKLG257	62	KG516
1	TKLG257	64	KG481
1	TKLG257	65	KG547
1	TKLG257	65	KG547
1	TKLG37	8	KG536
1	TKLG37	8	KG536
1	TKLG37	8	KG499
1	TKLG37	11	KG501
1	TKLG37	21	KG499
1	TKLG37	21	KG499
1	TKLG37	21	KG499
1	TKLG37	25	KG535
1	TKLG37	31	KG536
1	TKLG37	38	KG422
1	TKLG37	42	KG500
1	TKLG37	42	KG500
1	TKLG37	42	KG500
1	TKLG37	43	KG537
1	TKLG37	43	KG537
1	TKLG37	43	KG537
1	TKLG37	43	KG537
1	TKLG37	43	KG537
1	TKLG37	47	KG536
1	TKLG37	47	KG536
1	TKLG37	48	KG500
1	TKLG37	48	KG500
1	TKLG37	48	KG500
1	TKLG37	51	KG535
1	TKLG25	11	KG354
1	TKLG25	11	KG354
1	TKLG25	27	KG425
1	TKLG25	38	KG388
1	TKLG25	38	KG388
1	TKLG25	38	KG388
1	TKLG25	38	KG388
1	TCNP23	30	KG353
1	TCNP23	41	KG353
1	TCNP23	41	KG353
1	TCNP23	41	KG353
1	TCNP23	41	KG353
1	TCNP23	41	KG353
1	TCNP23	49	KG353
1	TCNP23	49	KG353
1	TCNP23	49	KG353
1	TCNP23	51	KG353
1	TCNP23	51	KG353
1	TCNP23	60	KG352
1	TCNP23	60	KG352
1	TCNP23	64	KG353
1	TKLG275	17	KG518
1	TKLG275	21	KG518
1	TKLG275	23	KG550
1	TKLG275	23	KG550
1	TKLG275	23	KG550
1	TKLG275	23	KG550
1	TKLG275	57	KG518
1	TKLG275	59	KG518
1	TKLG277	18	KG556
1	TKLG277	18	KG556
1	TKLG277	20	KG557
1	TKLG277	20	KG557
1	TKLG277	20	KG557
1	TKLG277	20	KG557
1	TKLG277	27	KG556
1	TKLG277	35	KG556
1	TKLG277	35	KG556
1	TKLG277	42	KG556
1	TKLG277	42	KG556
1	TKLG277	43	KG488
1	TKLG277	43	KG488
1	TKLG277	43	KG488
1	TKLG277	49	KG556
1	TKLG277	49	KG556
1	TKLG277	50	KG557
1	TKLG277	52	KG525
1	TKLG277	64	KG524
1	TKLG277	64	KG524
1	TKLG277	64	KG524
1	TCNP276	6	KG422
1	TCNP276	6	KG422
1	TCNP276	8	KG420
1	TCNP276	8	KG420
1	TCNP276	8	KG420
1	TCNP276	8	KG420
1	TCNP276	16	KG420
1	TCNP276	16	KG420
1	TCNP276	16	KG420
1	TCNP276	22	KG422
1	TCNP276	22	KG422
1	TCNP276	22	KG422
1	TCNP276	22	KG422
1	TCNP276	22	KG422
1	TCNP276	22	KG422
1	TCNP276	22	KG422
1	TCNP276	22	KG422
1	TCNP276	22	KG422
1	TCNP276	26	KG419
1	TCNP276	26	KG419
1	TCNP276	26	KG419
1	TCNP276	26	KG419
1	TCNP276	26	KG419
1	TCNP276	26	KG419
1	TCNP276	26	KG419
1	TCNP276	29	KG419
1	TCNP276	29	KG419
1	TKLG286	21	KG617
1	TKLG286	21	KG617
1	TKLG286	29	KG571
1	TKLG286	47	KG572
1	TKLG286	48	KG572
1	TCNP354	18	KG354
1	TCNP354	18	KG354
1	TCNP354	18	KG354
1	TCNP354	18	KG354
1	TCNP354	21	KG287
1	TCNP354	23	KG354
1	TCNP354	36	KG287
1	TCNP354	58	KG287
1	TKLG290	16	KG604
1	TKLG290	16	KG604
1	TKLG290	16	KG604
1	TKLG290	28	KG624
1	TKLG290	28	KG624
1	TKLG290	29	KG624
1	TKLG290	29	KG624
1	TKLG290	29	KG624
1	TKLG290	31	KG602
1	TKLG290	31	KG602
1	TKLG290	31	KG602
1	TKLG290	31	KG602
1	TKLG290	31	KG602
1	TKLG290	31	KG602
1	TKLG290	31	KG602
1	TKLG290	31	KG602
1	TKLG290	47	KG601
1	TKLG290	49	KG601
1	TKLG290	49	KG601
1	TKLG290	60	KG551
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	25	KG624
1	TKLG291	31	KG602
1	TKLG291	31	KG602
1	TKLG291	31	KG602
1	TKLG291	47	KG601
1	TKLG291	47	KG601
1	TKLG291	47	KG601
1	TKLG291	49	KG601
1	TKLG291	61	KG642
1	TKLG291	61	KG642
1	TKLG291	61	KG642
1	TKLG29	3	KG427
1	TKLG29	7	KG428
1	TKLG29	7	KG428
1	TKLG29	11	KG355
1	TKLG29	11	KG355
1	TKLG29	11	KG356
1	TKLG29	11	KG356
1	TKLG29	11	KG356
1	TKLG29	11	KG356
1	TKLG29	11	KG356
1	TKLG29	11	KG356
1	TKLG29	15	KG390
1	TKLG29	15	KG390
1	TKLG29	15	KG390
1	TKLG29	18	KG355
1	TKLG29	18	KG355
1	TKLG29	18	KG355
1	TKLG29	20	KG389
1	TKLG29	20	KG389
1	TKLG29	22	KG355
1	TKLG29	22	KG355
1	TKLG29	22	KG355
1	TKLG29	24	KG427
1	TKLG29	24	KG427
1	TKLG29	24	KG427
1	TKLG29	24	KG427
1	TKLG29	25	KG384
1	TKLG29	27	KG428
1	TKLG29	30	KG426
1	TKLG29	31	KG388
1	TKLG29	31	KG355
1	TKLG29	31	KG355
1	TKLG29	31	KG355
1	TKLG29	34	KG391
1	TKLG29	35	KG355
1	TKLG29	35	KG355
1	TKLG29	36	KG390
1	TKLG29	36	KG390
1	TKLG29	46	KG355
1	TKLG29	46	KG356
1	TKLG29	46	KG356
1	TKLG29	46	KG392
1	TKLG29	51	KG392
1	TKLG29	51	KG392
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG384
1	TKLG29	52	KG388
1	TKLG29	52	KG389
1	TKLG29	52	KG389
1	TKLG29	56	KG427
1	TKLG29	56	KG427
1	TKLG29	56	KG356
1	TKLG29	56	KG356
1	TKLG29	56	KG356
1	TKLG29	56	KG355
1	TKLG29	56	KG355
1	TKLG29	56	KG355
1	TKLG29	56	KG355
1	TKLG29	63	KG390
1	TKLG29	63	KG392
1	TKLG29	63	KG392
1	TKLG29	63	KG392
1	TKLG2	19	KG331
1	TKLG2	19	KG331
1	TKLG2	19	KG331
1	TKLG2	19	KG331
1	TKLG2	19	KG331
1	TKLG2	19	KG331
1	TKLG2	19	KG331
1	TKLG2	19	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	20	KG331
1	TKLG2	25	KG205
1	TKLG2	25	KG205
1	TKLG2	26	KG204
1	TKLG2	26	KG204
1	TKLG2	26	KG204
1	TKLG2	28	KG331
1	TKLG2	28	KG331
1	TKLG2	28	KG331
1	TKLG2	28	KG331
1	TKLG2	28	KG331
1	TKLG2	28	KG331
1	TKLG2	31	KG263
1	TKLG2	31	KG263
1	TKLG2	31	KG263
1	TKLG2	31	KG622
1	TKLG2	31	KG262
1	TKLG2	31	KG262
1	TKLG2	31	KG329
1	TKLG2	31	KG329
1	TKLG2	33	KG206
1	TKLG2	33	KG206
1	TKLG2	33	KG205
1	TKLG2	33	KG205
1	TKLG2	35	KG261
1	TKLG2	35	KG261
1	TKLG2	38	KG235
1	TKLG2	41	KG263
1	TKLG2	41	KG263
1	TKLG2	41	KG330
1	TKLG2	41	KG330
1	TKLG2	41	KG330
1	TKLG2	41	KG330
1	TKLG2	45	KG329
1	TKLG2	51	KG330
1	TKLG2	52	KG295
1	TKLG2	54	KG330
1	TKLG2	54	KG330
1	TKLG2	54	KG330
1	TKLG2	56	KG205
1	TKLG2	56	KG205
1	TKLG2	63	KG263
1	TKLG2	63	KG263
1	TKLG2	63	KG206
1	TKLG2	64	KG207
1	TKLG2	64	KG207
1	TKLG2	64	KG207
1	TKLG2	64	KG207
1	TKLG30	32	KG357
1	TKLG30	32	KG357
1	TKLG31	37	KG360
1	TKLG31	37	KG360
1	TKLG31	41	KG360
1	TKLG31	41	KG360
1	TKLG32	20	KG543
1	TKLG32	20	KG543
1	TKLG32	21	KG547
1	TKLG32	32	KG543
1	TKLG32	32	KG475
1	TKLG32	37	KG475
1	TKLG32	37	KG475
1	TKLG32	37	KG360
1	TKLG32	37	KG360
1	TKLG32	37	KG360
1	TKLG32	41	KG475
1	TKLG32	47	KG474
1	TKLG32	48	KG546
1	TKLG32	49	KG513
1	TKLG32	50	KG475
1	TKLG32	55	KG360
1	TKLG32	55	KG360
1	TKLG32	61	KG475
1	TKLG34	22	KG365
1	TKLG34	22	KG365
1	TKLG34	22	KG365
1	TKLG34	22	KG365
1	TKLG34	48	KG364
1	TKLG34	48	KG364
1	TKLG34	48	KG364
1	TKLG34	48	KG364
1	TKLG34	48	KG364
1	TKLG34	48	KG364
1	TKLG34	48	KG711
1	TKLG34	48	KG711
1	TKLG34	48	KG365
1	TKLG34	51	KG711
1	TKLG34	53	KG711
1	TKLG34	53	KG365
1	TKLG34	58	KG364
1	TKLG34	58	KG364
1	TKLG34	58	KG364
1	TKLG35	14	KG404
1	TKLG35	14	KG404
1	TKLG35	14	KG404
1	TKLG35	14	KG367
1	TKLG35	14	KG367
1	TKLG35	14	KG367
1	TKLG35	14	KG367
1	TKLG35	14	KG367
1	TKLG35	14	KG367
1	TKLG35	17	KG404
1	TKLG35	17	KG404
1	TKLG35	17	KG404
1	TKLG35	17	KG404
1	TKLG35	17	KG404
1	TKLG35	17	KG404
1	TKLG35	17	KG404
1	TKLG35	25	KG402
1	TKLG35	25	KG402
1	TKLG35	25	KG401
1	TKLG35	25	KG401
1	TKLG35	25	KG365
1	TKLG35	33	KG367
1	TKLG35	33	KG367
1	TKLG35	33	KG367
1	TKLG35	37	KG404
1	TKLG35	37	KG442
1	TKLG35	37	KG442
1	TKLG35	38	KG442
1	TKLG35	42	KG367
1	TKLG35	42	KG367
1	TKLG35	42	KG367
1	TKLG35	44	KG442
1	TKLG35	44	KG442
1	TKLG35	44	KG442
1	TKLG35	44	KG402
1	TKLG35	44	KG479
1	TKLG35	46	KG404
1	TKLG35	46	KG404
1	TKLG35	48	KG365
1	TKLG35	48	KG365
1	TKLG35	51	KG441
1	TKLG35	51	KG441
1	TKLG35	55	KG365
1	TKLG35	56	KG367
1	TKLG35	56	KG367
1	TKLG35	56	KG367
1	TKLG35	56	KG367
1	TKLG35	56	KG367
1	TKLG35	56	KG367
1	TKLG35	59	KG404
1	TKLG35	59	KG404
1	TKLG35	59	KG404
1	TKLG35	61	KG365
1	TKLG35	64	KG367
1	TKLG35	64	KG367
1	TKLG35	64	KG367
1	TKLG35	64	KG367
1	TKLG35	64	KG367
1	TKLG35	64	KG367
1	TKLG35	64	KG367
1	TKLG35	64	KG367
1	TKLG35	64	KG367
1	TKLG35	64	KG367
1	TKLG35	65	KG404
1	TCNP99	7	KG419
1	TCNP99	8	KG420
1	TCNP99	11	KG419
1	TCNP99	11	KG419
1	TCNP99	11	KG419
1	TCNP99	13	KG382
1	TCNP99	13	KG382
1	TCNP99	13	KG382
1	TCNP99	13	KG382
1	TCNP99	44	KG422
1	TCNP99	44	KG422
1	TCNP99	44	KG422
1	TCNP99	44	KG422
1	TCNP99	44	KG422
1	TCNP99	44	KG422
1	TCNP99	46	KG383
1	TKLG37	3	KG426
1	TKLG37	5	KG462
1	TKLG37	8	KG501
1	TKLG37	8	KG536
1	TKLG37	8	KG536
1	TKLG37	10	KG426
1	TKLG37	10	KG426
1	TKLG37	10	KG426
1	TKLG37	11	KG426
1	TKLG37	12	KG499
1	TKLG37	12	KG500
1	TKLG37	15	KG426
1	TKLG37	15	KG426
1	TKLG37	15	KG264
1	TKLG37	15	KG426
1	TKLG37	15	KG426
1	TKLG37	15	KG264
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	15	KG420
1	TKLG37	16	KG420
1	TKLG37	20	KG462
1	TKLG37	21	KG500
1	TKLG37	21	KG500
1	TKLG37	21	KG420
1	TKLG37	21	KG422
1	TKLG37	21	KG382
1	TKLG37	21	KG382
1	TKLG37	21	KG382
1	TKLG37	21	KG382
1	TKLG37	21	KG382
1	TKLG37	21	KG382
1	TKLG37	22	KG426
1	TKLG37	23	KG425
1	TKLG37	23	KG462
1	TKLG37	25	KG535
1	TKLG37	28	KG422
1	TKLG37	30	KG382
1	TKLG37	30	KG419
1	TKLG37	30	KG419
1	TKLG37	31	KG536
1	TKLG37	42	KG459
1	TKLG37	42	KG462
1	TKLG37	43	KG501
1	TKLG37	43	KG501
1	TKLG37	43	KG501
1	TKLG37	43	KG501
1	TKLG37	43	KG501
1	TKLG37	43	KG501
1	TKLG37	43	KG537
1	TKLG37	43	KG537
1	TKLG37	43	KG537
1	TKLG37	43	KG537
1	TKLG37	43	KG537
1	TKLG37	46	KG500
1	TKLG37	47	KG536
1	TKLG37	47	KG536
1	TKLG37	48	KG500
1	TKLG37	49	KG426
1	TKLG37	49	KG426
1	TKLG37	49	KG426
1	TKLG37	49	KG426
1	TKLG37	50	KG423
1	TKLG37	50	KG423
1	TKLG37	50	KG423
1	TKLG37	50	KG423
1	TKLG37	50	KG423
1	TKLG37	50	KG423
1	TKLG37	50	KG423
1	TKLG37	50	KG498
1	TKLG37	51	KG535
1	TKLG37	52	KG421
1	TKLG37	52	KG421
1	TKLG37	53	KG421
1	TKLG37	53	KG421
1	TKLG37	54	KG500
1	TKLG37	54	KG500
1	TKLG37	59	KG424
1	TKLG37	59	KG424
1	TKLG37	62	KG424
1	TKLG37	62	KG424
1	TKLG37	62	KG501
1	TKLG37	64	KG499
1	TKLG40	10	KG462
1	TKLG40	10	KG462
1	TKLG40	10	KG462
1	TKLG40	10	KG462
1	TKLG40	10	KG426
1	TKLG40	10	KG426
1	TKLG40	10	KG426
1	TKLG40	10	KG426
1	TKLG40	13	KG425
1	TKLG40	13	KG425
1	TKLG40	14	KG463
1	TKLG40	14	KG463
1	TKLG40	14	KG418
1	TKLG40	14	KG418
1	TKLG40	16	KG500
1	TKLG40	16	KG500
1	TKLG40	16	KG500
1	TKLG40	16	KG500
1	TKLG40	16	KG500
1	TKLG40	21	KG424
1	TKLG40	21	KG424
1	TKLG40	23	KG425
1	TKLG40	23	KG501
1	TKLG40	24	KG465
1	TKLG40	24	KG465
1	TKLG40	24	KG465
1	TKLG40	24	KG465
1	TKLG40	24	KG503
1	TKLG40	24	KG503
1	TKLG40	27	KG462
1	TKLG40	27	KG426
1	TKLG40	27	KG500
1	TKLG40	27	KG500
1	TKLG40	28	KG463
1	TKLG40	28	KG463
1	TKLG40	31	KG500
1	TKLG40	31	KG500
1	TKLG40	34	KG465
1	TKLG40	34	KG465
1	TKLG40	34	KG503
1	TKLG40	34	KG503
1	TKLG40	38	KG500
1	TKLG40	38	KG500
1	TKLG40	48	KG425
1	TKLG40	48	KG425
1	TKLG40	48	KG387
1	TKLG40	48	KG387
1	TKLG40	55	KG462
1	TKLG40	55	KG462
1	TKLG40	55	KG462
1	TKLG40	55	KG462
1	TKLG40	55	KG500
1	TKLG40	55	KG500
1	TKLG40	55	KG500
1	TKLG40	55	KG500
1	TKLG40	55	KG500
1	TKLG40	56	KG426
1	TKLG40	56	KG426
1	TKLG40	56	KG425
1	TKLG40	63	KG499
1	TKLG40	64	KG500
1	TKLG40	64	KG500
1	TKLG40	64	KG500
1	TKLG40	64	KG500
1	TKLG40	64	KG500
1	TKLG40	64	KG500
1	TKLG43	15	KG397
1	TKLG43	15	KG397
1	TKLG43	15	KG397
1	TKLG43	15	KG397
1	TKLG43	15	KG397
1	TKLG43	15	KG397
1	TKLG43	18	KG397
1	TKLG43	18	KG397
1	TKLG43	18	KG397
1	TKLG43	23	KG397
1	TKLG43	23	KG397
1	TKLG43	23	KG436
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG43	37	KG437
1	TKLG44	15	KG363
1	TKLG44	15	KG363
1	TKLG44	18	KG398
1	TKLG44	22	KG398
1	TKLG44	26	KG398
1	TKLG44	28	KG398
1	TKLG44	32	KG398
1	TKLG44	36	KG398
1	TKLG44	40	KG398
1	TKLG44	40	KG398
1	TKLG44	40	KG398
1	TKLG44	61	KG710
1	TKLG44	61	KG710
1	TKLG44	61	KG710
1	TKLG44	61	KG710
1	TKLG44	61	KG710
1	TKLG44	61	KG710
1	TKLG44	61	KG710
1	TKLG44	61	KG710
1	TKLG44	62	KG398
1	TKLG44	62	KG398
1	TKLG44	62	KG398
1	TKLG44	62	KG398
1	TKLG44	62	KG398
1	TKLG45	15	KG400
1	TKLG45	15	KG400
1	TKLG45	15	KG400
1	TKLG45	15	KG400
1	TKLG45	15	KG400
1	TKLG45	15	KG400
1	TKLG45	15	KG400
1	TKLG45	15	KG400
1	TKLG45	42	KG400
1	TKLG45	47	KG437
1	TKLG45	47	KG437
1	TKLG45	48	KG400
1	TKLG45	48	KG400
1	TKLG45	48	KG400
1	TKLG45	48	KG400
1	TKLG45	49	KG360
1	TKLG45	57	KG399
1	TKLG45	57	KG399
1	TKLG45	57	KG399
1	TKLG45	59	KG400
1	TKLG45	59	KG400
1	TKLG45	59	KG400
1	TKLG45	63	KG361
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	33	KG400
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG46	45	KG440
1	TKLG47	20	KG484
1	TKLG47	22	KG407
1	TKLG47	22	KG407
1	TKLG47	27	KG407
1	TKLG47	29	KG407
1	TKLG47	29	KG407
1	TKLG47	32	KG407
1	TKLG47	32	KG407
1	TKLG47	33	KG407
1	TKLG47	39	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	51	KG407
1	TKLG47	53	KG407
1	TKLG47	53	KG407
1	TKLG47	53	KG407
1	TKLG47	53	KG407
1	TKLG47	53	KG407
1	TKLG47	53	KG370
1	TKLG47	56	KG407
1	TKLG47	56	KG407
1	TKLG47	56	KG407
1	TKLG47	56	KG407
1	TKLG47	56	KG407
1	TKLG47	56	KG407
1	TKLG47	60	KG407
1	TKLG47	60	KG407
1	TKLG49	4	KG423
1	TKLG49	4	KG423
1	TKLG49	6	KG499
1	TKLG49	6	KG499
1	TKLG49	7	KG423
1	TKLG49	7	KG423
1	TKLG49	7	KG423
1	TKLG49	7	KG423
1	TKLG49	7	KG423
1	TKLG49	7	KG423
1	TKLG49	7	KG423
1	TKLG49	20	KG423
1	TKLG49	31	KG461
1	TKLG49	31	KG461
1	TKLG49	31	KG423
1	TKLG49	31	KG423
1	TKLG49	31	KG423
1	TKLG49	35	KG423
1	TKLG49	35	KG423
1	TKLG49	56	KG461
1	TKLG49	56	KG461
1	TKLG49	56	KG461
1	TKLG49	56	KG461
1	TKLG49	56	KG461
1	TKLG49	56	KG461
1	TKLG49	56	KG461
1	TKLG49	56	KG461
1	TKLG49	61	KG423
1	TKLG49	61	KG423
1	TKLG49	61	KG423
1	TKLG4	14	KG207
1	TKLG4	17	KG205
1	TKLG4	17	KG205
1	TKLG4	17	KG205
1	TKLG4	17	KG205
1	TKLG4	19	KG205
1	TKLG4	19	KG205
1	TKLG4	19	KG205
1	TKLG4	19	KG205
1	TKLG4	19	KG205
1	TKLG4	20	KG205
1	TKLG4	20	KG205
1	TKLG4	28	KG205
1	TKLG4	29	KG205
1	TKLG4	29	KG205
1	TKLG4	29	KG205
1	TKLG4	33	KG205
1	TKLG4	33	KG205
1	TKLG4	33	KG205
1	TKLG4	33	KG205
1	TKLG4	35	KG205
1	TKLG4	41	KG205
1	TKLG4	43	KG205
1	TKLG4	43	KG234
1	TKLG4	43	KG234
1	TKLG4	45	KG205
1	TKLG4	51	KG206
1	TKLG4	60	KG204
1	TKLG4	60	KG204
1	TKLG4	64	KG207
1	TKLG4	64	KG207
1	TKLG4	65	KG206
1	TKLG51	5	KG536
