Y,X,CODE
9.55666666667,77.28444444440,PR32
9.53180555556,77.29011111110,PR33
9.52500000000,77.28472222220,PR34
9.49516666667,77.29063888890,PR35
9.48241666667,77.28805555560,PR36
9.46166666667,77.29444444440,PR37
9.45111111111,77.29527777780,PR38
9.42355555556,77.28883333330,PR39
9.41080555556,77.28861111110,PR40
9.39883333333,77.29569444440,PR41
9.36561111111,77.29408333330,PR42
9.36260899847,77.28459307000,PR43
9.32872222222,77.28494444440,PR44
9.31947222222,77.28266666670,PR45
9.29350000000,77.28147222220,PR46
9.27405555556,77.28688888890,PR47
9.59055555556,77.30777777780,PR48
9.57666666667,77.30416666670,PR49
9.56030299067,77.30649494460,PR50
9.53452777778,77.30113888890,PR51
9.52222222222,77.30666666670,PR52
9.49130326978,77.30592314940,PR53
9.49000000000,77.31305555560,PR54
9.46283333333,77.29786111110,PR55
9.45308333333,77.30144444440,PR56
9.43451150096,77.31345126710,PR57
9.40214387168,77.31353269810,PR58
9.38544025341,77.31477719300,PR59
9.37391666667,77.31180555560,PR60
9.36000000000,77.30527777780,PR61
9.34250000000,77.30000000000,PR62
9.59253034486,77.32172085800,PR63
9.57500000000,77.32277777780,PR64
9.56138888889,77.31900000000,PR65
9.52686111111,77.33011111110,PR66
9.51910426466,77.32035776220,PR67
9.50108333333,77.33175000000,PR68
9.48695277778,77.33055555560,PR69
9.46427777778,77.32258333330,PR70
9.43969444444,77.32683333330,PR71
9.42591666667,77.32661111110,PR72
9.40200917383,77.32700248370,PR73
9.38205555556,77.33297222220,PR74
9.37325000000,77.32408333330,PR75
9.35894444444,77.32091666670,PR76
9.57510573625,77.34759761270,PR77
9.55583333333,77.33611111110,PR78
9.53622222222,77.33436111110,PR79
9.51186111111,77.33925000000,PR80
9.50802777778,77.34447222220,PR81
9.48555555556,77.35055555560,PR82
9.46513888889,77.34441666670,PR83
9.44775000000,77.33900000000,PR84
9.42650000000,77.33533333330,PR85
9.59505192772,77.35801077810,PR86
9.55330555556,77.36086111110,PR87
9.53965752066,77.36200118930,PR88
9.51888888889,77.36638888890,PR89
9.50055555556,77.35861111110,PR90
9.47944444444,77.35555555560,PR91
9.46044444444,77.35619444440,PR92
9.52214166708,77.38076341820,PR93
9.49643837575,77.38692446570,PR94
9.48657017430,77.37269171530,PR95
9.46888888889,77.38083333330,PR96
9.51756911803,77.39428781620,PR97
9.49194444444,77.39388888890,PR98
9.48277777778,77.39055555560,PR99
